NAN	0	1	1	0	0	1	0	0	NAN	
NAN	1	1	0	0	0	1	1	0	NAN	
NAN	0	1	0	2	0	1	0	1	NAN	
NAN	0	0	1	0	2	1	0	1	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	1	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	1	1	0	NAN	
NAN	0	0	0	0	0	0	1	0	NAN	
NAN	1	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	2	0	0	0	0	NAN	
NAN	0	0	0	1	0	0	0	0	NAN	
NAN	0	0	0	0	0	1	0	0	NAN	
NAN	0	1	0	0	0	1	0	0	NAN	
NAN	0	0	0	1	0	0	1	0	NAN	
NAN	0	0	1	0	0	0	0	0	NAN	
NAN	0	0	0	1	0	0	0	0	NAN	
NAN	0	1	1	0	0	1	0	0	NAN	
NAN	0	1	0	0	0	1	0	1	NAN	
NAN	1	0	0	0	0	0	0	0	NAN	
NAN	0	1	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	1	0	0	0	0	1	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	1	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	1	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	1	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	1	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	1	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	0	0	0	0	0	0	0	0	NAN	
NAN	52	54	54	53	64	58	54	63	NAN	
